customer_id,first_name,email,country,signup_date,segment,loyalty_points
C11023,Mia,mia_11023@yahoo.co.uk,Netherlands,22 Jan 2024,consumer,4077.0
C11024,Lucas,lucas11024@yahoo.co.uk,germany,2024-01-28,consumer,1062.0
C11025,Mia,mia_11025@aurora-test.com,Netherlands,01/01/2023,consumer,76.0
C11026,Ava,ava_11026@outlook.com,Germany,04-02-2023,Consumer,3618.0
C11027,Ava,ava11027@outlook.com,spain,29 Apr 2023,Consumer,2936.0
C11028,James,james_11028@aurora-test.com,Germany,2023-05-23,Business,3429.0
C11029,Mia,mia11029@outlook.com,Poland,10/03/2023,Consumer,1984.0
C11030,Mia,mia.11030@yahoo.co.uk,Italy,08-18-2023,consumer,592.0
C11031,Piotr,piotr_11031@gmail.com,spain,06 Feb 2024,Pro Athlete,1657.0
C11032,Lucas,lucas11032@outlook.com,France,2023-08-14,Consumer,2348.0
C11033,Sofia,sofia.11033@gmail.com,Spain,29/08/2023,Consumer,2166.0
C11034,James,james.11034@yahoo.co.uk,Netherlands,12-10-2023,Consumer,4445.0
C11035,Liam,liam.11035@gmail.com,Germany,05 Feb 2024,Consumer,1117.0
C11036,,noah.11036@yahoo.co.uk,Netherlands,2023-08-30,nan,1559.0
C11037,Ava,ava_11037@gmail.com,Germany,12/06/2023,nan,917.0
C11038,Ava,ava11038@aurora-test.com,uk,10-27-2023,Consumer,2853.0
C11039,Ava,ava11039@outlook.com,Italy,18 Jan 2023,Pro Athlete,4025.0
C11040,Hannah,hannah.11040@aurora-test.com,Italy,2023-12-27,Consumer,4415.0
C11041,Olivia,olivia_11041@aurora-test.com,germany,19/11/2024,nan,1138.0
C11042,Noah,noah.11042@aurora-test.com,spain,10-18-2023,Business,2148.0
C11043,Liam,liam.11043@gmail.com,Italy,21 Mar 2023,Consumer,3684.0
C11044,Noah,noah_11044@gmail.com,Netherlands,2024-05-31,consumer,229.0
C11045,Leon,leon_11045@yahoo.co.uk,Poland,03/04/2023,Business,3556.0
C11046,James,james.11046@gmail.com,Ireland,05-22-2023,Consumer,671.0
C11047,Noah,noah.11047@aurora-test.com,France,18 Apr 2023,Consumer,167.0
C11048,James,james_11048@gmail.com,U.K.,2024-10-07,Business,565.0
C11049,Piotr,piotr_11049@aurora-test.com,uk,18/12/2024,Consumer,4405.0
C11050,Hannah,hannah.11050@gmail.com,Spain,02-21-2024,Consumer,3404.0
C11051,Emma,,spain,27 Mar 2024,Consumer,3946.0
C11052,Liam,liam.11052@gmail.com,Italy,2024-04-16,Business,3450.0
C11053,Olivia,olivia_11053@aurora-test.com,United Kingdom,22/03/2024,Consumer,3980.0
C11054,Sofia,sofia_11054@yahoo.co.uk,Italy,02-02-2024,consumer,2482.0
C11055,Hannah,hannah_11055@gmail.com,Netherlands,22 Dec 2024,Consumer,4045.0
C11056,Mia,mia_11056@outlook.com,Italy,2024-06-19,Consumer,282.0
C11057,Elena,elena_11057@yahoo.co.uk,Spain,06/03/2023,Business,2912.0
C11058,Noah,noah.11058@outlook.com,United Kingdom,10-14-2023,Consumer,3775.0
C11059,,emma.11059@aurora-test.com,France,13 Dec 2024,Business,4966.0
C11060,Sofia,sofia.11060@outlook.com,spain,2023-10-23,Consumer,1795.0
C11061,Liam,liam11061@yahoo.co.uk,Spain,30/05/2023,Business,895.0
C11062,Piotr,piotr.11062@gmail.com,Spain,09-26-2024,Consumer,3601.0
C11063,Liam,,Spain,31 Mar 2024,Business,361.0
C11064,Sofia,sofia.11064@outlook.com,Spain,2024-02-16,Consumer,3883.0
C11065,Lucas,lucas11065@gmail.com,Germany,04/11/2023,Pro Athlete,3520.0
C11066,James,james_11066@outlook.com,spain,04-01-2023,Consumer,3455.0
C11067,Sofia,sofia_11067@aurora-test.com,Germany,08 Oct 2023,Consumer,1469.0
C11068,Sofia,sofia_11068@outlook.com,France,2023-11-16,consumer,601.0
C11069,Emma,emma11069@outlook.com,germany,11/11/2024,Consumer,3041.0
C11070,Olivia,olivia.11070@yahoo.co.uk,Italy,08-13-2023,Consumer,1813.0
C11071,James,james11071@aurora-test.com,Ireland,20 Apr 2023,Business,1958.0
C11072,James,james11072@aurora-test.com,spain,2023-11-09,Business,938.0
C11073,Sofia,sofia.11073@gmail.com,uk,29/12/2024,Business,1667.0
C11074,Olivia,olivia_11074@outlook.com,Italy,12-19-2023,nan,4159.0
C11075,Piotr,piotr_11075@aurora-test.com,Germany,05 Oct 2023,Consumer,4466.0
C11076,Emma,emma.11076@outlook.com,United Kingdom,2024-05-02,Consumer,1744.0
C11077,Leon,leon_11077@outlook.com,U.K.,19/04/2024,Business,710.0
C11078,Leon,leon11078@yahoo.co.uk,Poland,08-07-2023,Consumer,169.0
C11079,Sofia,sofia.11079@yahoo.co.uk,France,08 Dec 2024,Consumer,944.0
C11080,Elena,elena.11080@yahoo.co.uk,U.K.,2024-03-09,Consumer,48.0
C11081,Olivia,olivia.11081@yahoo.co.uk,uk,12/02/2023,Consumer,3339.0
C11082,Emma,emma11082@outlook.com,spain,10-25-2023,Consumer,3213.0
C11083,,emma_11083@aurora-test.com,Netherlands,05 Nov 2024,Consumer,3913.0
C11084,Olivia,olivia11084@yahoo.co.uk,germany,2023-10-15,consumer,1662.0
C11085,Noah,noah11085@aurora-test.com,uk,20/02/2024,Business,4161.0
C11086,Noah,noah.11086@yahoo.co.uk,germany,03-23-2024,Pro Athlete,848.0
C11087,Hannah,hannah11087@yahoo.co.uk,spain,29 May 2024,Consumer,1155.0
C11088,Noah,noah.11088@gmail.com,uk,2024-09-29,Consumer,4579.0
C11089,Elena,elena.11089@outlook.com,Germany,20/04/2023,consumer,4410.0
C11090,Hannah,hannah_11090@outlook.com,United Kingdom,01-13-2024,Consumer,2993.0
C11091,Elena,elena.11091@outlook.com,France,25 Jan 2024,Consumer,3047.0
C11092,Olivia,olivia11092@yahoo.co.uk,U.K.,2023-04-22,Business,3503.0
C11093,Piotr,piotr11093@aurora-test.com,U.K.,07/05/2024,Business,4116.0
C11094,,mia.11094@yahoo.co.uk,uk,03-28-2023,Consumer,1156.0
C11095,Piotr,,Italy,30 Nov 2023,Business,342.0
C11096,Noah,noah_11096@outlook.com,France,2023-08-30,Business,925.0
C11097,,piotr.11097@aurora-test.com,Poland,24/04/2023,Pro Athlete,1784.0
C11098,Mia,mia.11098@aurora-test.com,germany,08-24-2024,Consumer,1178.0
C11099,Olivia,,U.K.,28 Jun 2023,Business,2624.0
C11100,Ava,ava.11100@outlook.com,U.K.,2023-07-06,Business,690.0
C11101,Olivia,olivia.11101@yahoo.co.uk,Poland,16/09/2024,Consumer,2884.0
C11102,Piotr,piotr.11102@outlook.com,spain,10-03-2024,Business,3552.0
C11103,Noah,noah_11103@aurora-test.com,Germany,26 Jan 2023,Business,495.0
C11104,Emma,emma.11104@gmail.com,spain,2023-07-23,Consumer,1435.0
C11105,Lucas,lucas.11105@gmail.com,Spain,02/06/2024,Consumer,2693.0
C11106,Ava,ava11106@yahoo.co.uk,uk,07-22-2024,Consumer,331.0
C11107,Olivia,olivia.11107@gmail.com,Italy,31 Dec 2024,Business,3327.0
C11108,Marco,marco.11108@aurora-test.com,uk,2024-02-10,Consumer,3767.0
C11109,Marco,marco.11109@outlook.com,U.K.,06/01/2023,consumer,1807.0
C11110,,hannah11110@yahoo.co.uk,Italy,09-30-2024,Consumer,45.0
C11111,Mia,mia_11111@outlook.com,France,28 Apr 2023,Business,2503.0
C11112,Ava,ava.11112@outlook.com,U.K.,2023-03-30,Business,4344.0
C11113,Lucas,,United Kingdom,07/05/2024,consumer,1462.0
C11114,Lucas,lucas.11114@outlook.com,spain,03-17-2024,consumer,4246.0
C11115,Liam,liam.11115@outlook.com,Italy,13 Feb 2023,Consumer,4352.0
C11116,Olivia,,U.K.,2023-05-04,Consumer,1403.0
C11117,,emma.11117@gmail.com,germany,07/03/2024,Business,2996.0
C11118,Sofia,sofia_11118@aurora-test.com,germany,07-06-2023,Consumer,210.0
C11119,Liam,liam11119@gmail.com,Ireland,15 May 2024,Business,2756.0
C11120,Olivia,olivia_11120@gmail.com,Netherlands,2023-10-28,Business,4397.0
C11121,Marco,marco11121@yahoo.co.uk,Germany,05/03/2024,Pro Athlete,4721.0
C11122,Ava,ava11122@yahoo.co.uk,Spain,12-14-2023,Consumer,998.0
C11123,Mia,mia.11123@gmail.com,Poland,24 Sep 2023,consumer,3324.0
C11124,Lucas,lucas11124@yahoo.co.uk,germany,2023-09-08,Consumer,330.0
C11125,Hannah,hannah.11125@aurora-test.com,uk,24/05/2024,Pro Athlete,1399.0
C11126,Hannah,,Germany,01-12-2024,Business,4176.0
C11127,Noah,noah.11127@yahoo.co.uk,spain,10 Mar 2024,Business,3208.0
C11128,Marco,marco.11128@aurora-test.com,Poland,2024-02-27,Business,1960.0
C11129,Ava,ava.11129@aurora-test.com,Germany,01/06/2023,Consumer,4808.0
C11130,Marco,marco11130@gmail.com,United Kingdom,10-29-2024,Business,3792.0
C11131,Ava,ava_11131@aurora-test.com,U.K.,16 Feb 2024,Business,117.0
C11132,Olivia,olivia_11132@aurora-test.com,germany,2024-06-08,Consumer,399.0
C11133,Hannah,hannah.11133@outlook.com,uk,06/10/2024,nan,3132.0
C11134,James,james.11134@gmail.com,United Kingdom,11-06-2024,Pro Athlete,4383.0
C11135,Hannah,hannah_11135@outlook.com,spain,02 May 2024,nan,784.0
C11136,James,james11136@yahoo.co.uk,Netherlands,2024-07-29,Business,2691.0
C11137,Liam,liam_11137@yahoo.co.uk,U.K.,11/12/2023,Consumer,4082.0
C11138,Mia,mia.11138@yahoo.co.uk,Spain,06-23-2024,consumer,4311.0
C11139,Piotr,piotr11139@yahoo.co.uk,Spain,24 Aug 2023,Consumer,3203.0
C11140,Ava,ava_11140@outlook.com,Italy,2024-06-04,Business,4999.0
C11141,Olivia,olivia.11141@outlook.com,Poland,04/03/2023,Consumer,4684.0
C11142,Emma,emma_11142@aurora-test.com,Ireland,10-30-2024,Pro Athlete,4170.0
C11143,Elena,elena_11143@aurora-test.com,Germany,28 Jun 2023,Consumer,3347.0
C11144,Hannah,hannah_11144@yahoo.co.uk,Poland,2024-04-24,Consumer,4927.0
C11145,Olivia,olivia_11145@outlook.com,United Kingdom,09/01/2023,Consumer,86.0
C11146,Ava,ava_11146@gmail.com,Poland,04-24-2023,Business,447.0
C11147,Emma,emma11147@aurora-test.com,uk,22 Dec 2024,Consumer,2551.0
C11148,Liam,liam11148@outlook.com,uk,2024-09-01,Consumer,3355.0
C11149,Marco,marco_11149@outlook.com,uk,12/06/2023,Consumer,4518.0
C11150,Mia,mia11150@aurora-test.com,uk,04-06-2023,Consumer,3392.0
C11151,Liam,liam11151@gmail.com,France,18 Aug 2024,Pro Athlete,1161.0
C11152,Leon,leon_11152@gmail.com,spain,2024-12-24,Consumer,4543.0
C11153,,ava_11153@gmail.com,Italy,04/05/2023,Consumer,414.0
C11154,James,james11154@outlook.com,United Kingdom,04-30-2024,Consumer,474.0
C11155,Sofia,sofia11155@yahoo.co.uk,Germany,27 Jul 2023,Consumer,3599.0
C11156,Liam,liam_11156@aurora-test.com,uk,2024-06-28,Consumer,4816.0
C11157,Emma,emma_11157@gmail.com,uk,02/11/2023,Consumer,2512.0
C11158,Elena,,Italy,04-02-2023,Consumer,674.0
C11159,Leon,leon_11159@outlook.com,spain,26 Aug 2023,Consumer,237.0
C11160,Olivia,olivia.11160@gmail.com,U.K.,2024-01-29,Consumer,4897.0
C11161,Marco,marco11161@gmail.com,Germany,06/08/2024,Business,1399.0
C11162,Mia,mia.11162@aurora-test.com,Poland,01-16-2023,Consumer,3196.0
C11163,Elena,elena.11163@outlook.com,Spain,01 Dec 2024,Business,1633.0
C11164,Hannah,hannah_11164@outlook.com,U.K.,2024-04-19,Business,1072.0
C11165,Noah,,Poland,01/10/2024,Pro Athlete,3339.0
C11166,Lucas,lucas_11166@gmail.com,U.K.,11-10-2024,Consumer,3695.0
C11167,Lucas,lucas11167@yahoo.co.uk,Germany,23 Apr 2023,Business,2358.0
C11168,Hannah,hannah_11168@gmail.com,Italy,2023-03-10,Pro Athlete,2537.0
C11169,Emma,emma_11169@yahoo.co.uk,Spain,21/07/2024,nan,2435.0
C11170,Noah,noah_11170@aurora-test.com,United Kingdom,05-18-2023,Business,2956.0
C11171,Emma,emma.11171@aurora-test.com,Netherlands,19 Apr 2023,Consumer,4033.0
C11172,Noah,noah_11172@gmail.com,U.K.,2023-12-09,Pro Athlete,3554.0
C11173,Liam,liam.11173@aurora-test.com,Italy,29/10/2024,Business,1392.0
C11174,James,james_11174@gmail.com,germany,08-04-2024,Consumer,1235.0
C11175,Piotr,piotr_11175@gmail.com,Netherlands,14 Jan 2024,Consumer,3362.0
C11176,Olivia,olivia11176@yahoo.co.uk,Ireland,2023-05-24,Pro Athlete,3226.0
C11177,Elena,elena.11177@gmail.com,Netherlands,03/09/2023,Consumer,1837.0
C11178,James,,Poland,05-18-2024,Business,4193.0
C11179,Hannah,hannah.11179@outlook.com,Spain,25 Apr 2023,Consumer,2091.0
C11180,Noah,noah_11180@aurora-test.com,United Kingdom,2024-01-19,Business,1679.0
C11181,Lucas,lucas_11181@yahoo.co.uk,Spain,09/01/2023,Consumer,2779.0
C11182,,emma11182@outlook.com,France,08-26-2023,Business,963.0
C11183,Sofia,sofia11183@aurora-test.com,Italy,01 Jul 2023,consumer,3478.0
C11184,Sofia,sofia.11184@outlook.com,U.K.,2024-05-12,Pro Athlete,4485.0
C11185,Lucas,lucas11185@aurora-test.com,Italy,30/10/2024,Consumer,4725.0
C11186,Ava,ava11186@aurora-test.com,France,04-18-2023,Consumer,2233.0
C11187,Lucas,lucas11187@yahoo.co.uk,Italy,05 Aug 2024,Consumer,1345.0
C11188,Marco,marco11188@outlook.com,France,2024-04-24,Consumer,2395.0
C11189,Sofia,sofia11189@aurora-test.com,germany,09/12/2024,nan,518.0
C11190,Ava,ava.11190@outlook.com,U.K.,10-28-2024,Consumer,3338.0
C11191,Olivia,olivia_11191@outlook.com,Netherlands,15 Mar 2023,Consumer,2143.0
C11192,Ava,ava.11192@gmail.com,United Kingdom,2024-06-27,Business,609.0
C11193,Olivia,olivia11193@aurora-test.com,U.K.,08/03/2024,Consumer,2733.0
C11194,Liam,,France,03-24-2023,Consumer,3592.0
C11195,Piotr,piotr_11195@yahoo.co.uk,uk,07 Jul 2023,Business,1140.0
C11196,Olivia,olivia_11196@yahoo.co.uk,Poland,2024-11-08,Consumer,2024.0
C11197,Sofia,sofia_11197@gmail.com,germany,01/02/2024,Business,4452.0
C11198,Marco,marco.11198@aurora-test.com,U.K.,09-05-2023,Business,3549.0
C11199,,piotr_11199@yahoo.co.uk,Germany,23 Aug 2023,Consumer,3994.0
C11200,Liam,liam_11200@outlook.com,U.K.,2024-09-04,consumer,2247.0
C11201,Liam,,spain,27/07/2023,Pro Athlete,2468.0
C11202,Ava,ava11202@aurora-test.com,France,04-27-2023,Consumer,2484.0
C11203,Lucas,lucas.11203@outlook.com,U.K.,24 Feb 2024,Business,2250.0
C11204,Piotr,piotr_11204@gmail.com,Ireland,2024-12-26,Consumer,721.0
C11205,Liam,liam_11205@yahoo.co.uk,spain,15/05/2023,consumer,203.0
C11206,Liam,liam.11206@yahoo.co.uk,germany,07-06-2023,Business,4161.0
C11207,Emma,emma.11207@gmail.com,Spain,09 Dec 2023,Consumer,2684.0
C11208,Elena,elena11208@outlook.com,spain,2023-05-27,Consumer,2662.0
C11209,James,james_11209@yahoo.co.uk,uk,20/04/2024,Consumer,2978.0
C11210,Ava,ava_11210@gmail.com,Netherlands,07-05-2023,Business,2062.0
C11211,Olivia,olivia_11211@aurora-test.com,Germany,04 Apr 2023,Business,4458.0
C11212,Liam,liam.11212@yahoo.co.uk,United Kingdom,2023-07-10,Consumer,2349.0
C11213,Elena,elena_11213@aurora-test.com,Spain,11/11/2024,Consumer,2505.0
C11214,James,james_11214@aurora-test.com,Ireland,11-14-2024,Pro Athlete,2656.0
C11215,Noah,noah_11215@outlook.com,Italy,05 Jan 2024,Consumer,786.0
C11216,Elena,elena.11216@outlook.com,Germany,2023-10-20,Consumer,866.0
C11217,Mia,mia.11217@gmail.com,germany,22/08/2024,Consumer,900.0
C11218,Olivia,olivia.11218@outlook.com,spain,05-23-2023,consumer,1270.0
C11219,Sofia,,U.K.,23 Apr 2024,Consumer,799.0
C11220,Piotr,piotr.11220@aurora-test.com,Netherlands,2024-05-12,Business,1120.0
C11221,Ava,ava_11221@aurora-test.com,Germany,03/06/2024,Business,4692.0
C11222,,lucas11222@aurora-test.com,U.K.,06-09-2023,Consumer,1803.0
C11223,Lucas,lucas_11223@gmail.com,uk,07 Jun 2024,consumer,3966.0
C11224,Leon,leon.11224@gmail.com,Italy,2024-03-23,Consumer,1966.0
C11225,Liam,liam.11225@aurora-test.com,United Kingdom,01/10/2024,Consumer,4123.0
C11226,Marco,marco.11226@yahoo.co.uk,Netherlands,05-08-2023,Business,3765.0
C11227,Piotr,piotr.11227@gmail.com,Poland,24 Mar 2024,Consumer,4202.0
C11228,Olivia,,uk,2024-08-29,Pro Athlete,1441.0
C11229,Marco,marco_11229@gmail.com,uk,23/07/2023,consumer,478.0
C11230,Marco,marco.11230@yahoo.co.uk,Poland,06-27-2024,Consumer,1540.0
C11231,Hannah,hannah.11231@yahoo.co.uk,uk,14 Mar 2023,nan,3510.0
C11232,Ava,,germany,2024-06-08,consumer,3271.0
C11233,Sofia,sofia.11233@aurora-test.com,Ireland,19/03/2024,Consumer,3521.0
C11234,Marco,marco_11234@outlook.com,uk,05-21-2023,consumer,4967.0
C11235,Liam,liam_11235@aurora-test.com,spain,18 Feb 2023,nan,1124.0
C11236,Marco,marco.11236@outlook.com,germany,2024-06-28,Consumer,2220.0
C11237,Elena,elena11237@gmail.com,France,26/06/2023,Consumer,2453.0
C11238,Leon,leon_11238@aurora-test.com,Poland,12-30-2023,Consumer,746.0
C11239,Noah,noah_11239@outlook.com,spain,14 Feb 2023,Consumer,3312.0
C11240,Lucas,lucas.11240@aurora-test.com,Germany,2024-12-05,Consumer,244.0
C11241,James,james_11241@aurora-test.com,Poland,06/02/2024,consumer,4486.0
C11242,Piotr,piotr.11242@outlook.com,Spain,11-11-2024,Pro Athlete,441.0
C11243,Noah,noah11243@outlook.com,uk,28 Apr 2023,Business,552.0
C11244,,james.11244@yahoo.co.uk,germany,2023-05-31,Consumer,867.0
C11245,Marco,marco11245@outlook.com,U.K.,22/03/2024,Consumer,4460.0
C11246,Leon,leon.11246@outlook.com,spain,03-17-2024,Consumer,4307.0
C11247,Mia,mia.11247@outlook.com,Ireland,01 Aug 2024,Consumer,4612.0
C11248,James,james_11248@yahoo.co.uk,United Kingdom,2024-11-09,Business,4166.0
C11249,Hannah,hannah_11249@yahoo.co.uk,Netherlands,23/08/2024,Consumer,4618.0
C11250,Mia,mia.11250@outlook.com,Ireland,04-13-2023,Business,2357.0
C11251,Marco,marco11251@aurora-test.com,Poland,15 Aug 2023,Consumer,24.0
C11252,Marco,marco_11252@outlook.com,spain,2024-10-30,Business,2190.0
C11253,Liam,liam.11253@yahoo.co.uk,Germany,06/02/2024,Pro Athlete,1104.0
C11254,Liam,liam.11254@yahoo.co.uk,uk,09-25-2024,Business,1223.0
C11255,Elena,elena_11255@aurora-test.com,Poland,16 Feb 2024,Pro Athlete,3456.0
C11256,,lucas.11256@yahoo.co.uk,germany,2023-02-06,Business,834.0
C11257,Sofia,sofia_11257@outlook.com,germany,12/12/2023,consumer,1608.0
C11258,Noah,noah.11258@outlook.com,Italy,08-25-2024,Consumer,1963.0
C11259,Mia,mia.11259@aurora-test.com,Italy,23 Apr 2024,Consumer,305.0
C11260,Hannah,hannah11260@yahoo.co.uk,Netherlands,2023-04-08,Pro Athlete,3506.0
C11261,James,james11261@outlook.com,Ireland,03/06/2023,Consumer,3814.0
C11262,Lucas,lucas11262@gmail.com,Ireland,09-16-2024,Pro Athlete,2792.0
C11263,Piotr,piotr.11263@outlook.com,U.K.,16 Dec 2024,Consumer,142.0
C11264,Emma,emma11264@yahoo.co.uk,U.K.,2024-07-04,Business,3935.0
C11265,Emma,emma11265@yahoo.co.uk,U.K.,13/03/2023,Consumer,2230.0
C11266,Elena,elena.11266@gmail.com,spain,03-28-2024,nan,1331.0
C11267,James,james_11267@yahoo.co.uk,Spain,29 Aug 2024,Consumer,4737.0
C11268,Ava,ava.11268@outlook.com,Ireland,2024-04-12,Consumer,4296.0
C11269,Sofia,,Ireland,10/03/2024,Pro Athlete,2201.0
C11270,Marco,marco_11270@yahoo.co.uk,Netherlands,12-08-2023,Consumer,2216.0
C11271,Olivia,,United Kingdom,28 Jun 2023,Consumer,4559.0
C11272,Sofia,sofia11272@yahoo.co.uk,Italy,2023-07-25,Pro Athlete,955.0
C11273,Liam,liam11273@outlook.com,Ireland,29/06/2024,Business,2045.0
C11274,Marco,marco.11274@outlook.com,Poland,02-21-2023,Consumer,2852.0
C11275,Mia,mia.11275@outlook.com,germany,03 Mar 2023,consumer,1733.0
C11276,Sofia,sofia.11276@gmail.com,Netherlands,2023-10-17,Consumer,1578.0
C11277,Ava,ava_11277@aurora-test.com,germany,20/07/2024,Consumer,536.0
C11278,Liam,liam11278@yahoo.co.uk,uk,04-25-2024,Business,1333.0
C11279,Elena,elena.11279@yahoo.co.uk,germany,07 Mar 2024,Consumer,1790.0
C11280,Leon,leon.11280@yahoo.co.uk,Germany,2024-01-26,Consumer,4187.0
C11281,Noah,noah_11281@gmail.com,Ireland,22/03/2023,Consumer,1684.0
C11282,Ava,ava_11282@gmail.com,U.K.,08-31-2023,Pro Athlete,805.0
C11283,Hannah,hannah_11283@aurora-test.com,uk,28 Feb 2023,consumer,4232.0
C11284,Hannah,hannah_11284@yahoo.co.uk,Spain,2024-07-08,Consumer,1759.0
C11285,Sofia,sofia.11285@gmail.com,Spain,02/07/2024,Pro Athlete,4599.0
C11286,Noah,noah11286@gmail.com,Spain,07-08-2023,Business,545.0
C11287,Leon,leon_11287@gmail.com,uk,03 Aug 2023,Consumer,109.0
C11288,Leon,leon.11288@gmail.com,France,2023-08-21,nan,4608.0
C11289,Mia,mia_11289@gmail.com,Poland,12/10/2024,Consumer,491.0
C11290,Olivia,olivia_11290@yahoo.co.uk,uk,12-24-2023,Consumer,42.0
C11291,Sofia,sofia.11291@yahoo.co.uk,Netherlands,11 Jul 2024,Consumer,3216.0
C11292,Mia,,uk,2023-11-25,Consumer,1586.0
C11293,Piotr,piotr11293@yahoo.co.uk,U.K.,25/05/2024,Business,2423.0
C11294,,lucas_11294@yahoo.co.uk,Ireland,01-22-2024,consumer,2041.0
C11295,Noah,noah.11295@outlook.com,Germany,23 Jul 2023,Pro Athlete,1484.0
C11296,Lucas,lucas_11296@yahoo.co.uk,Spain,2024-10-02,Consumer,2405.0
C11297,Liam,,germany,02/06/2024,Consumer,1299.0
C11298,Olivia,olivia11298@yahoo.co.uk,spain,07-16-2024,Consumer,1123.0
C11299,Leon,leon11299@gmail.com,germany,24 Nov 2024,Consumer,1123.0
C11300,Piotr,piotr_11300@outlook.com,France,2023-07-01,Pro Athlete,592.0
C11301,Marco,marco11301@aurora-test.com,Netherlands,08/03/2023,Business,2627.0
C11302,Mia,mia11302@outlook.com,Spain,03-01-2024,Business,2742.0
C11303,James,james11303@yahoo.co.uk,Spain,27 Aug 2023,Business,87.0
C11304,Piotr,piotr.11304@yahoo.co.uk,Netherlands,2023-11-15,Consumer,2297.0
C11305,Sofia,sofia11305@gmail.com,France,21/06/2023,Consumer,3694.0
C11306,Noah,noah.11306@gmail.com,Netherlands,10-19-2023,Consumer,6.0
C11307,Elena,elena11307@aurora-test.com,Italy,15 Oct 2023,Business,1501.0
C11308,Hannah,,Ireland,2023-09-14,Consumer,4804.0
C11309,Hannah,hannah_11309@aurora-test.com,France,26/06/2024,Consumer,2134.0
C11310,Emma,emma11310@yahoo.co.uk,Spain,03-09-2024,Business,82.0
C11311,Piotr,piotr11311@outlook.com,uk,13 Dec 2023,Consumer,2635.0
C11312,Sofia,sofia_11312@aurora-test.com,uk,2023-03-24,consumer,2054.0
C11313,Lucas,lucas11313@aurora-test.com,uk,22/02/2024,Consumer,1056.0
C11314,Hannah,hannah_11314@outlook.com,spain,05-08-2023,consumer,367.0
C11315,Leon,leon.11315@yahoo.co.uk,Germany,18 Aug 2023,Consumer,4418.0
C11316,Liam,liam_11316@yahoo.co.uk,Germany,2023-10-31,Pro Athlete,4064.0
C11317,Noah,noah11317@aurora-test.com,spain,14/04/2023,Business,3410.0
C11318,Ava,ava.11318@yahoo.co.uk,germany,10-12-2023,Consumer,88.0
C11319,Piotr,piotr11319@yahoo.co.uk,uk,15 Jul 2023,Business,4351.0
C11320,Hannah,hannah.11320@aurora-test.com,Spain,2024-09-13,Business,2366.0
C11321,Ava,ava_11321@yahoo.co.uk,Spain,20/09/2024,Business,2377.0
C11322,Hannah,hannah.11322@gmail.com,uk,01-04-2023,Pro Athlete,4388.0
C11323,Hannah,hannah_11323@aurora-test.com,Germany,16 Mar 2024,Business,2162.0
C11324,Ava,ava.11324@aurora-test.com,U.K.,2024-04-13,Consumer,1181.0
C11325,Ava,ava_11325@yahoo.co.uk,Italy,04/10/2023,Consumer,1185.0
C11326,Elena,elena.11326@yahoo.co.uk,U.K.,12-09-2023,Consumer,4634.0
C11327,Lucas,lucas.11327@yahoo.co.uk,United Kingdom,31 Jul 2024,consumer,2724.0
C11328,Liam,liam11328@yahoo.co.uk,Germany,2023-10-04,nan,2894.0
C11329,Hannah,hannah11329@outlook.com,France,17/02/2023,Business,2965.0
C11330,Mia,mia11330@outlook.com,Netherlands,09-30-2023,Consumer,1102.0
C11331,Lucas,lucas.11331@yahoo.co.uk,United Kingdom,05 Jul 2023,Pro Athlete,2099.0
C11332,Hannah,hannah11332@aurora-test.com,Ireland,2023-10-07,Business,4757.0
C11333,Elena,elena11333@yahoo.co.uk,Germany,18/06/2023,Consumer,726.0
C11334,Noah,noah11334@aurora-test.com,germany,04-20-2023,Pro Athlete,4756.0
C11335,Ava,ava11335@aurora-test.com,United Kingdom,21 Dec 2024,Consumer,1365.0
C11336,Liam,liam11336@yahoo.co.uk,Germany,2023-04-05,consumer,1478.0
C11337,Leon,leon.11337@outlook.com,France,31/05/2024,Consumer,71.0
C11338,Ava,ava11338@yahoo.co.uk,spain,06-08-2024,Pro Athlete,3318.0
C11339,Noah,noah.11339@aurora-test.com,Netherlands,27 Mar 2024,Consumer,1595.0
C11340,Leon,leon_11340@gmail.com,Spain,2024-10-28,Consumer,2296.0
C11341,Ava,ava_11341@outlook.com,uk,04/01/2023,Business,2903.0
C11342,Sofia,sofia11342@yahoo.co.uk,germany,08-09-2023,Pro Athlete,3170.0
C11343,Sofia,sofia11343@gmail.com,Italy,15 May 2023,Consumer,4778.0
C11344,Emma,emma11344@yahoo.co.uk,spain,2024-02-26,Consumer,2778.0
C11345,Olivia,olivia11345@outlook.com,spain,09/04/2024,Pro Athlete,889.0
C11346,Marco  ,marco11346@aurora-test.com,Spain,10-18-2024,Business,3517.0
C11347,Olivia,olivia11347@gmail.com,Spain,05 Oct 2023,Consumer,277.0
C11348,Noah,noah11348@gmail.com,Poland,2023-06-22,Consumer,4217.0
C11349,Leon,leon.11349@yahoo.co.uk,spain,06/11/2024,Consumer,1481.0
C11350,Olivia,olivia.11350@aurora-test.com,spain,05-06-2024,Business,3611.0
C11351,Leon,leon_11351@aurora-test.com,germany,13 Jul 2024,consumer,783.0
C11352,Hannah,hannah11352@yahoo.co.uk,France,2023-11-22,Business,2033.0
C11353,Leon,leon11353@gmail.com,Italy,24/11/2023,Consumer,3477.0
C11354,Noah,,Ireland,10-12-2023,Business,3106.0
C11355,,,Netherlands,01 Jul 2024,Consumer,28.0
